id,bid,user_id,用户昵称,微博正文,话题,转发数,评论数,点赞数,发布时间,发布工具
5289492735856365,QBy77ozvv,1202219101,爱跑小新,一年一度亦庄机器人半程马拉松落下帷幕，荣耀、宇树、天工等数十个人形机器人竞相角逐，最快50分钟完赛，轻松刷新人类极限，虽然路上也会看到机器人摔倒退赛，但机器人智能替代人工的大势所趋无法阻挡，为人工智能时代的进步喝彩！个人也保持1小时40分的最好成绩，收获今年的第一场有意义的赛事，加油！,,0,0,0,2026-04-19 19:06,iPhone客户端
5289491069666632,QBy4qEyJq,7549522466,双红翻倍日记,2026人形机器人半马冠军来自深圳宇树机器人打破人类1500米世界纪录自主完赛、迭超人类纪录，机器人这一年进步飞速和去年相比，今年有非常大的进步。去年还有很多机器人踉跄摔倒，今年摔倒已经是偶发，所有机器人已成长为“正规军”，前几名出发的机器人速度也明显比人类要快。去年机器人普遍还要换几次电池，今年即使换电池也不用关机、不用躺下，直接“快换”。,,0,0,13,2026-04-19 19:00,热门财经iPhone客户端
5289489095459456,QBy1fmUfK,2500466827,她眼里泛着桃花他说很美,一台机器人全力冲刺、成功冲线后，仿佛太过激动，步态瞬间不稳，左右摇晃着跑偏，最后直接摔倒在地动弹不得。原本帅气利落的姿态秒变狼狈，工作人员见状赶紧抬来担架，把这位“累瘫”的选手小心翼翼抬走。成为比赛中最出圈的可爱名场面。#机器人冲线后兴奋跑偏被担架抬走#,机器人冲线后兴奋跑偏被担架抬走,0,0,12,2026-04-19 18:52,
5289488445341989,QBy0cmpH7,7948213572,百香果生活家,机器人半马赛场，上演爆笑场面。夺冠热门宇树H1机器人奋力冲线后，似“兴奋过头”，步态突然失控摇晃，踉跄跑偏后重重摔倒。前一秒还是破纪录的赛场强者，下一秒就瘫倒在地无法起身。工作人员迅速出动担架，将这位“电子选手”抬离赛道。又萌又滑稽。#机器人冲线后兴奋跑偏被担架抬走#,机器人冲线后兴奋跑偏被担架抬走,0,1,13,2026-04-19 18:49,iPhone 7 Plus
5289487814887964,QBxZbkvA8,7956108814,木叶在武汉,"#机器人马拉松豆包变豆脚了#这场全球首创的人形机器人半程马拉松，让我们看到了双足机器人的真实挑战。比赛中机器人摔倒、换电池接力、甚至""头都跑掉了""的场景，恰恰揭示了当前机器人技术的短板——稳定性与续航。天工机器人夺冠的背后，是21支队伍在21公里赛道上的跌倒与爬起。这不是表演秀，而是技术试验场。豆包变""豆脚""虽然搞笑，却折射出双足控制算法在复杂地形下的脆弱性。从实验室到实际应用，机器人还需要更长的路要走。这场马拉松不只是比赛，更是中国机器人产业走向成熟的里程碑。",机器人马拉松 豆包变豆脚了,0,0,1,2026-04-19 18:47,微博网页版
5289487087174688,QBxY0u6sM,6537135742,老研翻译,日媒：中国人形机器人在半程马拉松比赛中打破人类世界纪录，展现了一定的实力在中国北京举行的人形机器人半程马拉松大赛中，夺冠机器人跑出了超过人类世界纪录的成绩，引发广泛关注。19日上午，约100台人形机器人参加了比赛，是2025年的五倍规模。尽管部分机器人在起跑后不久便摔倒，但大多数很快提速，并不断超越在旁边赛道奔跑的人类选手。主办方表示，最快抵达终点的机器人用时48分19秒，但由于其在比赛中采用远程操控、且途中摔倒，未能符合赛事“自立走行”规定，因此冠军由另一台完全自主行走的机器人获得。最终的冠军成绩为50分26秒，不仅超过了男子半程马拉松的人类世界纪录，也较2025年的冠军成绩大幅提升。中国政府正将人形机器人产业视为未来重点发展方向，此次赛事也成为展示技术进步、向国内外展示研发实力的重要舞台。#热点现场##海外编译精选##一分钟精选视频扶持计划#L老研翻译的微博视频,"热点现场,海外编译精选,一分钟精选视频扶持计划",0,1,0,2026-04-19 18:44,微博视频号
5289484615945056,QBxU1oWA0,2302292872,太平洋科技,【“大湾鸡”跑到北京了！机器人半程马拉松跑姿大赏】谁说机器人只会闷头跑半马？人机共跑半马现场，机器人造型一个比一个有创意，还有顶流大湾鸡惊喜现身，全程高能别错过！#直击2026机器人半马##荣耀机器人打破人类半马纪录##荣耀闪电机器人摔倒后起身率先冲线##荣耀闪电包揽机器人半马遥控前三#L太平洋科技的微博视频,"直击2026机器人半马,荣耀机器人打破人类半马纪录,荣耀闪电机器人摔倒后起身率先冲线,荣耀闪电包揽机器人半马遥控前三",0,0,0,2026-04-19 18:34,微博视频号
5289482194785866,QBxQ7k51o,1715196611,福建987私家车广播,【#马拉松人机同跑会发生碰撞损伤吗#】#目前还缺乏人机交互的安全标准#4月19日北京亦庄半程马拉松，300多台机器人和1.2万人类跑者同场竞技，同赛道但物理隔离。机器人赛道含12个急弯、坡道及湿地等10余种地形。有的参赛机器人摔倒后经人工扶起后继续完赛，也有机器人边跑边掉零件。对于马拉松和日常生活中的意外碰撞，机器人有哪些避险设置？如何保障人机交互的安全性？#300个机器人跑半马#L生命时报的微博视频,"马拉松人机同跑会发生碰撞损伤吗,目前还缺乏人机交互的安全标准,300个机器人跑半马",0,0,0,2026-04-19 18:24,微博视频号
5289481756479015,QBxPprbuf,2445096467,半桶水妈咪聊娱乐,#机器人冲线后兴奋跑偏被担架抬走#宇树H1冲线前失控摔倒，既暴露了人形机器人长距离耐力、散热与平衡的技术短板，也因拟人化画面引发全网共情与热议。这不是技术失败，而是真实场景下的宝贵压力测试，为行业迭代提供了关键数据。它用戏剧性一幕，让我们看到人形机器人从实验室走向现实，仍需跨越耐力与稳定性的关键鸿沟。,机器人冲线后兴奋跑偏被担架抬走,0,0,25,2026-04-19 18:23,iPhone 16
5289795739718577,QBFZPEMff,1906856481,作家刘小海,机器人集锦。L作家刘小海的微博视频,,2,5,9,2026-04-20 15:10,微博视频号
5289794120976300,QBFXe45YM,3082733954,体育迷宫,#荣耀机器人打破人类半马纪录#这波太炸了！荣耀机器人50分26秒打破人类半马纪录，比人类快了近9分钟，这就是中国智造的硬实力！从消费电子到具身智能，荣耀这波跨界太牛了！科技+体育结合，这才是未来的样子！摔倒了自己爬起来继续跑，这种不屈精神甚至比人类还强。中国科技在突破天花板，未来可期！视频链接：L凤凰网科技的微博视频,荣耀机器人打破人类半马纪录,0,0,0,2026-04-20 15:04,微博视频号
5289790510732213,QBFRp34tT,6168007956,搜狐千里眼,【#机器人半马自主导航占比超四成#】#机器人半马摔倒率大幅下降#4月19日7时30分，1.2万余名人类跑者与100余支人形机器人赛队并肩出发，2026北京亦庄半程马拉松暨人形机器人半程马拉松正式拉开帷幕，这也是全球唯一一个让人类与双足机器人同场竞技的马拉松赛事。从去年“蹒跚学步”到今年“稳健奔跑”，这些钢铁身躯的每一步，都是科学技术迭代的真实写照。本次赛事分为自主导航和遥控两种参赛方式，两个组别加权系数分别是净时成绩的1.0与1.2。最令人动容的莫过于冠军的诞生——齐天大圣队的荣耀自研的自主导航机器人“闪电”以50分26秒夺得机器人组冠军，这一成绩超越了人类半程马拉松57分20秒的世界纪录。“今年机器人跑得真快！”这不仅是观众的感叹，更是技术突破的直观体现。据赛事组委会数据，本届参赛队伍中超四成采用自主导航模式，而去年这一比例几乎可以忽略不计。相比2025年首届赛事，今年的机器人半马实现了全方位突破。去年，仅有6台机器人完成比赛，最好成绩为2小时40分42秒，而今年，赛事规模扩容近5倍，参赛数量、参与范围、技术类型均创历史新高。据《环球时报》记者现场观察，今年摔倒的机器人较去年大幅减少，即便有个别机器人出现断臂、卡顿等状况，也能快速调整或自主停机，展现出较强的稳定性。这种进步离不开各团队的精心打磨。#程序员追不上机器人干脆开电瓶车跟#@密度新闻L密度新闻的微博视频,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降,程序员追不上机器人干脆开电瓶车跟",0,0,0,2026-04-20 14:50,微博视频号
5289789836233539,QBFQjq9CX,2815932080,仙桃发布,武汉“夜航星”亮相北京人形机器人半马：21公里零摔倒、零失误！O网页链接,,0,0,0,2026-04-20 14:47,微博网页版
5289789500688293,QBFPM2T3v,6073784711,pcy的小精灵啊,以前在抖音刷到机器人摔倒视频都乐的龇个大牙笑，自从机器人把我深深套牢以后，每次刷到这种视频我都想砍人回看我今年的机器人投资简直是理财冥灯…….咱也不说回前高了能回本我就谢天谢地了,,0,0,0,2026-04-20 14:45,iPhone客户端
5289788391294757,QBFNZ5qPb,2699599752,牛视频,【#机器人半马自主导航占比超四成#】#机器人半马摔倒率大幅下降#4月19日7时30分，1.2万余名人类跑者与100余支人形机器人赛队并肩出发，2026北京亦庄半程马拉松暨人形机器人半程马拉松正式拉开帷幕，这也是全球唯一一个让人类与双足机器人同场竞技的马拉松赛事。从去年“蹒跚学步”到今年“稳健奔跑”，这些钢铁身躯的每一步，都是科学技术迭代的真实写照。本次赛事分为自主导航和遥控两种参赛方式，两个组别加权系数分别是净时成绩的1.0与1.2。最令人动容的莫过于冠军的诞生——齐天大圣队的荣耀自研的自主导航机器人“闪电”以50分26秒夺得机器人组冠军，这一成绩超越了人类半程马拉松57分20秒的世界纪录。“今年机器人跑得真快！”这不仅是观众的感叹，更是技术突破的直观体现。据赛事组委会数据，本届参赛队伍中超四成采用自主导航模式，而去年这一比例几乎可以忽略不计。相比2025年首届赛事，今年的机器人半马实现了全方位突破。去年，仅有6台机器人完成比赛，最好成绩为2小时40分42秒，而今年，赛事规模扩容近5倍，参赛数量、参与范围、技术类型均创历史新高。据《环球时报》记者现场观察，今年摔倒的机器人较去年大幅减少，即便有个别机器人出现断臂、卡顿等状况，也能快速调整或自主停机，展现出较强的稳定性。这种进步离不开各团队的精心打磨。#程序员追不上机器人干脆开电瓶车跟#@密度新闻L密度新闻的微博视频,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降,程序员追不上机器人干脆开电瓶车跟",0,0,0,2026-04-20 14:41,微博视频号
5289788353810732,QBFNVfZlq,1880087643,北京新闻广播,【#机器人半马自主导航占比超四成#】#机器人半马摔倒率大幅下降#4月19日7时30分，1.2万余名人类跑者与100余支人形机器人赛队并肩出发，2026北京亦庄半程马拉松暨人形机器人半程马拉松正式拉开帷幕，这也是全球唯一一个让人类与双足机器人同场竞技的马拉松赛事。从去年“蹒跚学步”到今年“稳健奔跑”，这些钢铁身躯的每一步，都是科学技术迭代的真实写照。本次赛事分为自主导航和遥控两种参赛方式，两个组别加权系数分别是净时成绩的1.0与1.2。最令人动容的莫过于冠军的诞生——齐天大圣队的荣耀自研的自主导航机器人“闪电”以50分26秒夺得机器人组冠军，这一成绩超越了人类半程马拉松57分20秒的世界纪录。“今年机器人跑得真快！”这不仅是观众的感叹，更是技术突破的直观体现。据赛事组委会数据，本届参赛队伍中超四成采用自主导航模式，而去年这一比例几乎可以忽略不计。相比2025年首届赛事，今年的机器人半马实现了全方位突破。去年，仅有6台机器人完成比赛，最好成绩为2小时40分42秒，而今年，赛事规模扩容近5倍，参赛数量、参与范围、技术类型均创历史新高。据《环球时报》记者现场观察，今年摔倒的机器人较去年大幅减少，即便有个别机器人出现断臂、卡顿等状况，也能快速调整或自主停机，展现出较强的稳定性。这种进步离不开各团队的精心打磨。#程序员追不上机器人干脆开电瓶车跟#@密度新闻L密度新闻的微博视频,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降,程序员追不上机器人干脆开电瓶车跟",0,0,0,2026-04-20 14:41,微博视频号
5289786434653270,QBFKPjwwK,5461266764,长阳发布,武汉“夜航星”亮相北京人形机器人半马：21公里零摔倒、零失误！O网页链接,,0,0,0,2026-04-20 14:33,微博网页版
5289780641533808,QBFBu6r0Q,1774800467,投资界微博,#宇树H1机器人出战北京人形机器人半马#，突发姿态失控摔倒，被抬离赛道4月19日，2026北京亦庄人形机器人半程马拉松终点，备受关注的宇树H1机器人在赛道上突发姿态失控，摇摇晃晃失去平衡摔倒。现场工作人员立即启动应急方案，用担架将其抬离赛道。这台H1此前排位赛中曾跑出亮眼成绩，被视作热门选手。同日稍早前，宇树科技发布消息称，16号北京人形机器人马拉松排位赛，宇树H1（2023年改版）自主跑完1.9公里多弯道赛程，用时4分13秒，打破人类1500米世界纪录（按比例计算）。（科创板日报）,宇树H1机器人出战北京人形机器人半马,0,0,0,2026-04-20 14:10,微博网页版
5289779609469308,QBFzODJoM,6405298248,大湾区经视,【#机器人半马自主导航占比超四成#】#机器人半马摔倒率大幅下降#4月19日7时30分，1.2万余名人类跑者与100余支人形机器人赛队并肩出发，2026北京亦庄半程马拉松暨人形机器人半程马拉松正式拉开帷幕，这也是全球唯一一个让人类与双足机器人同场竞技的马拉松赛事。从去年“蹒跚学步”到今年“稳健奔跑”，这些钢铁身躯的每一步，都是科学技术迭代的真实写照。本次赛事分为自主导航和遥控两种参赛方式，两个组别加权系数分别是净时成绩的1.0与1.2。最令人动容的莫过于冠军的诞生——齐天大圣队的荣耀自研的自主导航机器人“闪电”以50分26秒夺得机器人组冠军，这一成绩超越了人类半程马拉松57分20秒的世界纪录。“今年机器人跑得真快！”这不仅是观众的感叹，更是技术突破的直观体现。据赛事组委会数据，本届参赛队伍中超四成采用自主导航模式，而去年这一比例几乎可以忽略不计。相比2025年首届赛事，今年的机器人半马实现了全方位突破。去年，仅有6台机器人完成比赛，最好成绩为2小时40分42秒，而今年，赛事规模扩容近5倍，参赛数量、参与范围、技术类型均创历史新高。据《环球时报》记者现场观察，今年摔倒的机器人较去年大幅减少，即便有个别机器人出现断臂、卡顿等状况，也能快速调整或自主停机，展现出较强的稳定性。这种进步离不开各团队的精心打磨。#程序员追不上机器人干脆开电瓶车跟#@密度新闻L密度新闻的微博视频,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降,程序员追不上机器人干脆开电瓶车跟",0,0,0,2026-04-20 14:06,微博视频号
5289478665274337,QBxKqm85X,1393910433,云来云去天自清,完了，眼看就冲刺了，荣耀机器人竟然摔倒了，竟然还起不来了！看来这个感知系统和平衡系统还要改进啊！机器人半马，冲线前摔了2026北京亦庄人形机器人…戳我查看完整笔记>>O网页链接更多硕牛斯发布的笔记都在#小红书#，立刻下载App：O应用详情,小红书,0,0,0,2026-04-19 18:10,小红书_RED
5289478568544565,QBxKgzQPz,7762099687,BJ_6387,北京亦庄半马｜在紫色泡桐花海里，和春天一起奔跑淡紫色的泡桐花缀满整条大道，风一吹就下起温柔的花雨，把跑道都染成了春天的颜色黄文说超话#今年的机器人半马速度天花板##2026北京亦庄人形机器人半程马拉松赛##机器人半马现场挤满了围观的人##机器人摔倒北京市民路边直着急##机器人宝宝背大奶瓶跺脚撒娇求抱抱##宇树机器人打破人类1500米世界纪录##北京首个机器人交警警号jqr001##鸿蒙越用越香##带着微博去旅行##中国摄影投稿#@中国摄影#华为pura80#2北京·亦庄泡桐大道,"今年的机器人半马速度天花板,2026北京亦庄人形机器人半程马拉松赛,机器人半马现场挤满了围观的人,机器人摔倒北京市民路边直着急,机器人宝宝背大奶瓶跺脚撒娇求抱抱,宇树机器人打破人类1500米世界纪录,北京首个机器人交警警号jqr001,鸿蒙越用越香,带着微博去旅行,中国摄影投稿,华为pura80",0,30,32,2026-04-19 18:10,黄文说超话
5289476559475268,QBxH1DKWU,2309828751,评论员王维,"2个月从设计到零失误完赛，智身科技用两天两赛的成绩单证明自身硬实力人形机器人“破风者RX""在21公里比赛中，全程零故障、零摔倒、零换机完赛；四足机器人“铜锤M1”在机器人勇士挑战赛中，狂揽机器人勇士智行奖、通关奖、极速奖等六个奖项，斩获四足机器人大类自主导航第一、奖项数第一、总分第一、速度第一。",,0,0,0,2026-04-19 18:02,iPhone 15 Pro Max(原色钛金属)
5289474764571935,QBxE8jbmT,3901795176,森林遇见大海,#宇树H1机器人被担架抬离赛道#北京机器人马拉松排位赛现场太“刺激”！有机器人直接倒地摔得稀碎，喜提“第一位阵亡将士”称号，还被担架抬离赛道，这画面简直是机器人界的“惨烈名场面”～科技竞赛的修罗场里，每一次摔倒都是进步的铺垫，期待它们后续的精彩表现！#宇树H1机器人被担架抬离赛道#L默默姐爱定投的微博视频,宇树H1机器人被担架抬离赛道,0,1,0,2026-04-19 17:55,微博视频号
5289471985844496,QBxzEowq4,1642720480,爱范儿,2026机器人半马抽象大赏｜想上车的机器人今早，2026北京亦庄人形机器人半程马拉松鸣枪开跑。而今天的第一个名场面，一台机器人跑着跑着突然刹停，看起来想上车了。也有一台机器人跑偏了赛道，直接贴上路边围栏，完成了堪称影帝级的碰瓷表演。机器人在奔跑途中对前方障碍物相当敏感，稍有不对就会急刹摔倒。所以组委会要求机器人间隔出发，本身就是为了避免这种连环追尾。#机器人都跑出残影了##机器人跑半马速度感拉满##机器人马拉松#,"机器人都跑出残影了,机器人跑半马速度感拉满,机器人马拉松",0,1,4,2026-04-19 17:44,微博网页版
5289471751750797,QBxzh7lsF,2189978113,文明北京,#机器人跑半马摔倒后北京市民为其加油#【机器人跑半马不慎摔倒，被扶起后继续奔跑，现场观众看到后纷纷为其加油】4月19日，2026年北京亦庄半程马拉松暨人形机器人半程马拉松鸣枪开跑！一名机器人不慎摔倒，被扶起后继续奔跑，现场观众看到后纷纷为其加油。#北京机器人半马一脚速度一脚务实##北京交警机器人首次亮相#（北京新闻）L北京新闻的微博视频,"机器人跑半马摔倒后北京市民为其加油,北京机器人半马一脚速度一脚务实,北京交警机器人首次亮相",0,0,0,2026-04-19 17:43,微博视频号
5289469609510168,QBxvODU1O,7435349982,想减肥的英语老师,当钢铁身躯踏上马拉松赛道，当科技与运动碰撞出全新火花，#人形机器人半马#打破次元壁垒，书写了人机共跑的划时代篇章。全球首场人形机器人半程马拉松热血开赛，20支机器人队伍同台竞技，在21.0975公里的赛道上奋力前行。它们有着不同的身形与性能，凭借精准的算法、稳定的步态，克服续航、地形等重重考验，哪怕中途摔倒、需要更换电池，也始终朝着终点不断迈进。最终“天工Ultra”脱颖而出，用2小时40分42秒的成绩，拿下全球首个人形机器人半马冠军。这不仅是一场竞技，更是一次科技的极致试炼。每一步奔跑，都是人工智能与机械技术的完美融合；每一次坚持，都见证着人形机器人领域的突破与成长。从实验室走向赛场，从笨拙前行到稳健奔跑，这些钢铁身影，跑出了科技的无限可能，也让我们看见人机协同的美好未来。这场跨越科技与运动的盛宴，不止是速度的比拼，更是人类创新精神的极致展现，为智能科技发展按下了加速键。,人形机器人半马,0,4,6,2026-04-19 17:34,一加 13T 小屏大魔王
5289469406086591,QBxvupxoP,1883328932,祐名的繁花空间,曾几何时，人们还嘲笑机器人摔倒在马拉松的赛道上。今年咱们都追不上它了😂技术迭代日新月异，应用场景的展望也不能刻舟求剑。不要和一个技术进步的伟大时代擦肩而过💪,,0,0,0,2026-04-19 17:34,iPhone客户端
5289469049832127,QBxuUFfMH,9152670926,乐哥说科技,#荣耀机器人打破人类半马纪录#全球首场人形机器人半马在亦庄落幕，天工Ultra以2小时40分42秒夺冠，创造人类以外物种的首个半马纪录。这一成绩虽远超人类世界纪录57分31秒，但对机器人而言已是里程碑突破。天工机器人身高1.8米，途中摔倒后能自主爬起继续奔跑，展现出不俗的运动控制能力。比赛中20多支机器人队伍参赛，有机器人累到头掉仍在奔跑，画面颇具戏剧性。从技术角度看，这场赛事验证了人形机器人在复杂地形、长距离运动场景的可行性，对运动算法、电池续航、结构稳定性提出了新要求。机器人跑马拉松的意义不在于竞技本身，而是验证其在真实环境中的可靠性与适应性。未来机器人走向服务场景，运动能力是基础门槛，半马是一次重要验证。,荣耀机器人打破人类半马纪录,0,0,0,2026-04-19 17:32,微博网页版
5289468938422910,QBxuJzlbo,7569563425,戍衢小将,#机器人冲线后兴奋跑偏被担架抬走#机器人半马，在冲线前摔了2026北京亦庄人形机器人半马。绝影赤兔队的荣耀机器人第一个冲线，在终点线前摔倒了，最终成绩要x1.2系数，并且加上罚时。#一分钟视频创作季#L戍衢小将的微博视频,"机器人冲线后兴奋跑偏被担架抬走,一分钟视频创作季",0,2,45,2026-04-19 17:32,微博视频号
5289774527024755,QBFrCttsv,3103286013,科技怪咖,#微博声浪计划##听见微博#宇树H1机器人半马赛场终点累倒，暴露散热短板与长跑瓶颈。其赛前测试破人类纪录，正赛终点前因关节过热失控摔倒。对比冠军液冷系统，H1风冷方案差距明显。赛事验证技术正迁移至物流等领域，2026年被视为人形机器人量产元年。科技怪咖的微博音频,"微博声浪计划,听见微博",5,19,53,2026-04-20 13:46,微博音频
5289770865655847,QBFlInJll,1644855075,华商网,【#机器人半马自主导航占比超四成#】#机器人半马摔倒率大幅下降#4月19日7时30分，1.2万余名人类跑者与100余支人形机器人赛队并肩出发，2026北京亦庄半程马拉松暨人形机器人半程马拉松正式拉开帷幕，这也是全球唯一一个让人类与双足机器人同场竞技的马拉松赛事。从去年“蹒跚学步”到今年“稳健奔跑”，这些钢铁身躯的每一步，都是科学技术迭代的真实写照。本次赛事分为自主导航和遥控两种参赛方式，两个组别加权系数分别是净时成绩的1.0与1.2。最令人动容的莫过于冠军的诞生——齐天大圣队的荣耀自研的自主导航机器人“闪电”以50分26秒夺得机器人组冠军，这一成绩超越了人类半程马拉松57分20秒的世界纪录。“今年机器人跑得真快！”这不仅是观众的感叹，更是技术突破的直观体现。据赛事组委会数据，本届参赛队伍中超四成采用自主导航模式，而去年这一比例几乎可以忽略不计。相比2025年首届赛事，今年的机器人半马实现了全方位突破。去年，仅有6台机器人完成比赛，最好成绩为2小时40分42秒，而今年，赛事规模扩容近5倍，参赛数量、参与范围、技术类型均创历史新高。据《环球时报》记者现场观察，今年摔倒的机器人较去年大幅减少，即便有个别机器人出现断臂、卡顿等状况，也能快速调整或自主停机，展现出较强的稳定性。这种进步离不开各团队的精心打磨。#程序员追不上机器人干脆开电瓶车跟#@密度新闻L密度新闻的微博视频,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降,程序员追不上机器人干脆开电瓶车跟",1,0,1,2026-04-20 13:31,微博视频号
5289769699379602,QBFjPDm3U,1649672924,机圈说,#荣耀机器人夺冠背后的A股公司#机哥简评：荣耀机器人在机器人马拉松表现出色，靠的是什么？最近荣耀的人形机器人火了，在机器人马拉松这类长距离行走、奔跑赛事里表现亮眼，甚至在多项指标上跑出了第一梯队的水平。很多人好奇，一个以消费电子见长的品牌，为什么能在机器人这种硬核赛道上快速拿出竞争力？其实它的优势并非偶然，更多是技术积累、工程思路和场景定位共同作用的结果。首先，长距离马拉松对机器人最核心的要求，就是持续稳定的运动能力，不能跑一半就步态乱、动力降、甚至趴窝。荣耀在消费电子领域长期做的功耗控制、散热管理、系统稳定性，刚好能用到机器人身上。电机、传感器、关节在长时间高负荷运转下很容易发热、漂移，而成熟的温控策略和低功耗算法，能让机器人在几公里甚至更长距离里，保持步态一致、出力稳定，这正是马拉松最需要的“耐力”。其次，关节与运动控制算法，是机器人长跑的关键。机器人马拉松不是比速度有多快，而是比步态效率、平衡能力、能耗经济性。荣耀自研的关节模组和高动态运动控制算法，让机器人在迈步、重心调整、路面适应上更流畅，减少无效晃动和多余能耗。遇到轻微颠簸、路面变化时，能快速修正姿态，不至于频繁摔倒或重启，这在长距离赛事里能省下大量时间，也保证了完赛率。再者，从轻量化与结构设计这个角度，帮了大忙。长跑类赛事对自重非常敏感，机身越重，能耗越高，越难坚持长距离。荣耀在手机、穿戴设备上积累的精密结构设计、轻量化材料应用经验，让机器人在保证强度的前提下控制重量，让每一步都更高效，续航和持续运动能力自然更有优势。最后，我想是系统层面的协同能力。机器人不是靠单个零件强，而是感知、计算、执行的整体配合。多传感器实时感知环境，加上端侧高效的AI计算，让机器人可以自主判断路况、调整步伐，不需要频繁人工介入。这种“从头到脚”的一体化优化，让它在长距离赛事里更稳定、更连贯，成绩自然靠前。总体来看，荣耀机器人能在马拉松类赛事中取得好成绩，并不是靠某一项“黑科技”突然爆发，而是把消费电子时代积累的功耗、散热、结构、系统优化能力，自然延伸到了人形机器人领域。在比耐力、比稳定、比长距离可靠性的机器人马拉松里，这种扎实的工程能力，刚好切中了赛事的核心需求。,荣耀机器人夺冠背后的A股公司,0,0,1,2026-04-20 13:27,
5289768590247934,QBFi312uW,2944965497,阿拉斯贵尔,摔倒机器人原来是大牌子，可能被做局了，程序安全很重要。,,0,0,0,2026-04-20 13:22,nova12系列出色蓝不住
5289767166017853,QBFfKpfw9,7297967459,Auto朋友圈,【小调查：你跑过马拉松吗？】#机器人半马自主导航占比超四成##机器人半马摔倒率大幅下降#你跑过马拉松吗？,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降",0,0,0,2026-04-20 13:17,微易剪
5289767161825788,QBFfK7EYc,7016337072,方块视频,【小调查：你跑过马拉松吗？】#机器人半马自主导航占比超四成##机器人半马摔倒率大幅下降#你跑过马拉松吗？,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降",0,0,0,2026-04-20 13:17,微易剪
5289767086588316,QBFfCrDVa,7515616852,密度财经,【小调查：你跑过马拉松吗？】#机器人半马自主导航占比超四成##机器人半马摔倒率大幅下降#你跑过马拉松吗？,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降",0,1,0,2026-04-20 13:16,微易剪
5289765998168571,QBFdRyh19,5762891674,密度新闻,【小调查：你跑过马拉松吗？】#机器人半马自主导航占比超四成##机器人半马摔倒率大幅下降#你跑过马拉松吗？,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降",0,0,1,2026-04-20 13:12,微博网页版
5289761695599412,QBF6VnuF6,1642632622,科学探索,【#机器人半马自主导航占比超四成#】#机器人半马摔倒率大幅下降#4月19日7时30分，1.2万余名人类跑者与100余支人形机器人赛队并肩出发，2026北京亦庄半程马拉松暨人形机器人半程马拉松正式拉开帷幕，这也是全球唯一一个让人类与双足机器人同场竞技的马拉松赛事。从去年“蹒跚学步”到今年“稳健奔跑”，这些钢铁身躯的每一步，都是科学技术迭代的真实写照。本次赛事分为自主导航和遥控两种参赛方式，两个组别加权系数分别是净时成绩的1.0与1.2。最令人动容的莫过于冠军的诞生——齐天大圣队的荣耀自研的自主导航机器人“闪电”以50分26秒夺得机器人组冠军，这一成绩超越了人类半程马拉松57分20秒的世界纪录。“今年机器人跑得真快！”这不仅是观众的感叹，更是技术突破的直观体现。据赛事组委会数据，本届参赛队伍中超四成采用自主导航模式，而去年这一比例几乎可以忽略不计。相比2025年首届赛事，今年的机器人半马实现了全方位突破。去年，仅有6台机器人完成比赛，最好成绩为2小时40分42秒，而今年，赛事规模扩容近5倍，参赛数量、参与范围、技术类型均创历史新高。据《环球时报》记者现场观察，今年摔倒的机器人较去年大幅减少，即便有个别机器人出现断臂、卡顿等状况，也能快速调整或自主停机，展现出较强的稳定性。这种进步离不开各团队的精心打磨。#程序员追不上机器人干脆开电瓶车跟#@密度新闻L密度新闻的微博视频,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降,程序员追不上机器人干脆开电瓶车跟",0,0,1,2026-04-20 12:55,微博视频号
