topic_id,raw_count,assigned_count,n_posts_raw,top_post_share_raw,level1_share_raw,level2_share_raw,top_terms,representative_docs,sample_comments_10,domain,label,notes
0,1129,1222,31,0.4977856510186005,0.6492471213463242,0.3507528786536758,"遥控玩具, 遥控机器人, 遥控, 遥控的, 自主, 自主的, 都是遥控的, 有遥控的, 没意思, 不是遥控","['遥控玩具[偷笑R]', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别', '遥控玩具[失望R]']",1. [69e5ea0f000000001401cc18|post=69e59e520000000022027a90|likes=787.0|top_like] 遥控的，主要是程序员太逗了[笑哭R] || 2. [69e43d3b0000000014019029|post=69e429b4000000001b00037a|likes=552.0|top_like] 遥控组作为底层，就是来整活的，毕竟也只能干整活[捂脸R] || 3. [69e45fef000000001401ac23|post=69e4426b000000001d01c7ed|likes=426.0|top_like] 那直接放遥控汽车不就起飞了。 || 4. [69e4c75a000000001401a823|post=69e4b08d000000001d01c1bc|likes=285.0|cross_post] 48分钟那个是遥控的，50分的是自主的，48分的要乘1.2的系数就不是冠军了 || 5. [69df98ff00000000350314d0|post=69df625d0000000021005c63|likes=251.0|cross_post] 都有，遥控的话最后时间要乘以1.2 || 6. [69e65240000000001401900c|post=69e634590000000022003bb5|likes=249.0|cross_post] 居然是蓝标，自主不是遥控，棒极了 || 7. [69e5b1e0000000001401ac13|post=69e463df000000001b003017|likes=118.0|cross_post] 遥控的要加时间，加权后才是最终成绩 || 8. [69e4dbdf000000001401e827|post=69e45dbe000000001f00434f|likes=12.0|random] 夺冠的前三名都是自主的 || 9. [69e4a34e000000001401dc12|post=69e481e8000000002003ad94|likes=0.0|random] 你说的难道是遥控车[笑哭R][笑哭R] || 10. [69e5d4f5000000001401c832|post=69e47f8f000000001f007203|likes=0.0|random] 拿遥控器在后面遥控说智能机器人？？？。,,,
24,168,419,10,0.8928571428571429,0.8928571428571429,0.10714285714285714,"一个机器人, 三个人服务一个机器人, 意义何在, 一个机器人三个人伺候, 一台机器人, 一个机器人要三个人伺候, 一个机器人要3个人伺候, 一个机器人三个保姆, it, 一个机器人跑","['一个机器人 三个人照顾吗', '一个机器人🤖3个人类伺候[doge]', '解决待业[偷笑R] 一个机器人 一车人伺候']",1. [69ef2e5b000000002902cd01|post=69e48b0b000000001a02578c|likes=3414.0|top_like] 机器人提供了新的就业岗位，一个机器人跑马拉松需要两个助理 || 2. [69e4962e000000001401b006|post=69e481e8000000002003ad94|likes=1144.0|top_like] 一个机器人需要3个人伺候，就业新方向来了 || 3. [69e5841a000000001401d81f|post=69e481e8000000002003ad94|likes=339.0|top_like] 一个机器人，三个人服侍它，以后不怕没岗位啦[偷笑R] || 4. [69e46e46000000001401dc2d|post=69e4426b000000001d01c7ed|likes=3.0|cross_post] 俩机器人，一群人侍候，促进再就业[捂脸R] || 5. [69e59225000000001401cc1f|post=69e48341000000001a02d0c4|likes=3.0|cross_post] 我要这几个机器人。前两个跑得快的给我做家务。第三个蓝裤子给我表演节目。第四个小草帽陪我餐后散步。第五个冲天炮陪我聊天，让我拥抱。 || 6. [69e57ab0000000001401cc0b|post=69e47f8f000000001f007203|likes=1.0|cross_post] 一个机器人至少配的三个工作人员[捂脸R] || 7. [69e71b38000000001401a001|post=69e59e520000000022027a90|likes=1.0|cross_post] 一个机器人要3个大活人伺候。哈哈哈哈。我们能用上它们伺候还有很长的路要走呢真是机气人 || 8. [69e69f87000000001401e803|post=69e481e8000000002003ad94|likes=0.0|random] 一个机器人配3个保姆[doge] || 9. [69e4a3da0000000014019821|post=69e481e8000000002003ad94|likes=4.0|random] 这样看来大家都不再怕失业了，一个机器人需要三个工作人员，就是说一个机器人能带来三个工作岗位[笑哭R][笑哭R] || 10. [69e564cf0000000014019804|post=69e481e8000000002003ad94|likes=0.0|random] 这一个机器人3个人伺候[微笑R],,,
25,165,339,17,0.5272727272727272,0.6666666666666666,0.3333333333333333,"黑薯问号r, 意义在哪里, 这有什么意义啊, 意义何在, 有什么意义, 你活着的意义是什么, 有何意义, 毫无意义, 意义在哪, 深究起来","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']",1. [69e71b47000000001401ac15|post=69e481e8000000002003ad94|likes=110.0|top_like] 这东西的意义在哪？ || 2. [69db0c2e0000000002034cbc|post=69da7e87000000001a03484e|likes=53.0|top_like] 坐等意义提问派[doge] || 3. [69e422e5000000001401cc23|post=69e40352000000002102fc75|likes=41.0|top_like] 我很想知道意义在哪儿 || 4. [69e452730000000014019406|post=69e42cc100000000220001ad|likes=31.0|cross_post] 你上网的意义是什么 || 5. [69e45046000000001401c826|post=69e43b14000000001a02e095|likes=8.0|cross_post] 刚才还在想怎么还没出现意义怪[笑哭R] || 6. [69e4c5fd000000001401980c|post=69e4412a000000002103883f|likes=8.0|cross_post] 无意义是最能让人快乐的 || 7. [69dca4e9000000000c033e6a|post=69db34bb000000001a0348ae|likes=1.0|cross_post] 我感觉木有这个必要了吧 || 8. [69e5a3d7000000001401bc05|post=69e481e8000000002003ad94|likes=0.0|random] 意义在哪里？ || 9. [69db2d07000000000d03e9f3|post=69da7e87000000001a03484e|likes=0.0|random] 扛个rpg意义不就来了[doge] || 10. [69e561f80000000014018c07|post=69e481e8000000002003ad94|likes=0.0|random] 意义就是拍视频？,,,
26,149,531,23,0.31543624161073824,0.4697986577181208,0.5302013422818792,"人类一败涂地, 很快, 看来人类的耐力在蓝星是遥遥领先, 明年就要奴役人类了, 真的觉得人类可能是这世界上最复杂的生物了, 神创造了人, 研究在极端情况下替代人类的可能性, 科技毁灭人类, 生物, 看来未来人类可以","['三年以后就是。它们看我们：人类一败涂地[捂脸R]', 'Even then need some humans love [害羞R]', '现在看是笑话，以后呢，疯狂的，盲目的，无底线的发展最后一定反噬人类。']",1. [69e4e1f0000000001401a40f|post=69e47f8f000000001f007203|likes=1076.0|top_like] 其实蛮无聊的啊，人类都怎么啦？[笑哭R] || 2. [69e4801b000000001401dc2d|post=69e44278000000001a0217bb|likes=37.0|top_like] 你们都是伟大的人类 || 3. [69e492d20000000014019c09|post=69e4551e000000001f005895|likes=29.0|top_like] 你怎么还把自己排除人类了[笑哭R] || 4. [69e48b1d0000000014018c0a|post=69e4426b000000001d01c7ed|likes=26.0|cross_post] 这么好玩[笑哭R][笑哭R]连人类的八卦也学会了[笑哭R][笑哭R] || 5. [69e479ac0000000014018c17|post=69e4412a000000002103883f|likes=10.0|cross_post] 希望能在活一千年，看看会发生什么 || 6. [69db28520000000035022e3f|post=69da7e87000000001a03484e|likes=8.0|cross_post] 送上太空 命名为塞伯坦星球 [吃瓜R] || 7. [69eac09d000000001401a412|post=69e48b0b000000001a02578c|likes=8.0|cross_post] 看来人类的耐力在蓝星是遥遥领先[doge] || 8. [69db1abf0000000016016b6d|post=69da7e87000000001a03484e|likes=0.0|random] 人类作为食物链顶端物种对同类本能的控制欲。有个文章分析过。 || 9. [69e4a2b2000000001401bc1c|post=69e481e8000000002003ad94|likes=2.0|random] 这一退，是人类的一大退 || 10. [69e457af000000001401dc04|post=69e43b14000000001a02e095|likes=1.0|random] 未来的人类看到会不会想笑[笑哭R],,,
27,148,373,17,0.4527027027027027,0.6013513513513513,0.39864864864864863,"荣耀, 黑宇树, 红荣耀, 荣耀厉害啊, 白天工, 闪电, 荣耀的, 真人都没那么快, 第一个是遥控的荣耀, 等于是本次比赛定制版本","['荣耀，冠亚季军啥意思？', '[暗中观察R]荣耀，橘色小闪电', '荣耀？是那个做手机的荣耀吗？']",1. [69e61c570000000014018c05|post=69e59e520000000022027a90|likes=1352.0|top_like] 刷了3天的视频，发现荣耀是最少的，是因为它家跑的太快了，大家还没来得及拍它就跑远了吗[偷笑R] || 2. [69db7fb1000000000c031c62|post=69da7e87000000001a03484e|likes=405.0|top_like] 荣耀那个机器人跑的是真快 || 3. [69db843700000000350151f6|post=69da7e87000000001a03484e|likes=225.0|top_like] 你们先告诉我第几个跑过去的是荣耀的机器人？这速度生怕我看清楚啊 || 4. [69e4698b0000000014019809|post=69e44278000000001a0217bb|likes=37.0|cross_post] 白天工，红荣耀，黑宇树。 || 5. [69e5c1c0000000001401c016|post=69e463df000000001b003017|likes=32.0|cross_post] 这个是荣耀的[暗中观察R]荣耀拿奖的时候宇树的正在玩[暗中观察R] || 6. [69e64eea000000001401a400|post=69e45dbe000000001f00434f|likes=32.0|cross_post] 荣耀虽跑第一，但没宇树，天工帅[笑哭R][笑哭R][笑哭R] || 7. [69e72514000000001401e036|post=69e634590000000022003bb5|likes=27.0|cross_post] 荣耀机器人的液冷散热器用的是升级元件，人家做手机的最知道怎么散热了。 || 8. [69e63d14000000001401e00f|post=69e59e520000000022027a90|likes=0.0|random] 还是荣耀厉害。 || 9. [69e5b4ad000000001401a01e|post=69e45dbe000000001f00434f|likes=0.0|random] 荣耀闪电就是快😁😁😁😁😁😁 || 10. [69e791f6000000001401d404|post=69e59e520000000022027a90|likes=0.0|random] 当时华为忍痛把荣耀分割出来是一个最明智的选择。,,,
28,146,436,23,0.22602739726027396,0.5205479452054794,0.4794520547945205,"都是骗补贴的, 方便骗钱, 炒这玩意儿有什么意义啊, 炒作股价的东西而已, 是否就是为了骗国家补贴吧, 是为了骗补贴还是想割韭菜, 是不是该把股票全抛了, 是不是被概念股套牢了, 明知不成熟的产品拿出来干嘛呢, 既然有人掏钱","['这是急着搞投！没弄好硬上赌一把！[汗颜R][汗颜R][吧唧R][吧唧R]', '人控制，都是骗补贴的', '都是骗补贴的，参加这个就是给领导一个交代[捂脸R]']",1. [69e43ce7000000001401dc3a|post=69e40352000000002102fc75|likes=39.0|top_like] 造势 骗补贴 || 2. [69db148b0000000002035c6d|post=69da7e87000000001a03484e|likes=34.0|top_like] 国家补贴有很大一部分就是给人骗的，只要能养出一两家有真东西的企业，那就是赚 || 3. [69e57476000000001401dc15|post=69e481e8000000002003ad94|likes=29.0|top_like] 资金吹泡泡需要，抵押估值需要。 || 4. [69e58dd1000000001401c026|post=69e47f8f000000001f007203|likes=25.0|cross_post] 公共展示一下让大众认识一下怎样拉投资[偷笑R] || 5. [69e4a090000000001401b020|post=69e48341000000001a02d0c4|likes=11.0|cross_post] 娱乐，陪伴，装点门面，服务，只要价格打下来[偷笑R] || 6. [69e44127000000001401a819|post=69e2583b00000000230211ea|likes=9.0|cross_post] 其实领导也知道骗补。那么为什么还要让补，匪夷所思 || 7. [69e5334b000000001401c803|post=69e4b08d000000001d01c1bc|likes=7.0|cross_post] 毕竟出的晚，要打开市场还是得靠广告 || 8. [69e6e6b80000000014019c18|post=69e481e8000000002003ad94|likes=0.0|random] 发展个登，就是利用国家政策捞钱 || 9. [69e5ca65000000001401c82f|post=69e47f8f000000001f007203|likes=0.0|random] 股民的钱都在这里吗是？？？ || 10. [69e6f7ea000000001401901f|post=69e481e8000000002003ad94|likes=0.0|random] 骗上面经费贪污,,,
29,138,203,11,0.7246376811594203,0.8478260869565217,0.15217391304347827,"人要跟着跑, 人也跟着跑, 人也要跟着跑吗, 人跟着跑, 人还得跟着跑, 人也要跟着跑, 有意义吗, 旁边那个赛道是陪跑, 现在陪跑了, 物理跟紧这个项目","['人要跟着跑？', '重点是， 人要跟着跑', '人要跟着跑?']",1. [69e5ec700000000014019c1f|post=69e447d2000000001d01aa01|likes=109.0|top_like] 物理跟紧这个项目 || 2. [69e47954000000001401d40b|post=69e4412a000000002103883f|likes=12.0|top_like] 人家都跑，他搁那表演上了 || 3. [69e48cd3000000001401cc26|post=69e447d2000000001d01aa01|likes=8.0|top_like] 这和追着一辆车跑没啥区别 || 4. [69e4eb6a0000000014019801|post=69e45dbe000000001f00434f|likes=6.0|cross_post] 你两岁跑路的时候，你身后也跟着一群人 || 5. [69eaae0a000000001401a80a|post=69e481e8000000002003ad94|likes=5.0|cross_post] 人要跟着跑，简直了 有啥意义 || 6. [69db00d20000000035012eb7|post=69da7e87000000001a03484e|likes=4.0|cross_post] 它能背着人跑吗 || 7. [69e4ebea0000000014019c29|post=69e4b08d000000001d01c1bc|likes=2.0|cross_post] 背着跑会不会有点颠簸? || 8. [69e4a172000000001401ac3b|post=69e481e8000000002003ad94|likes=0.0|random] 等一下，人也得跟着跑吗[捂脸R] || 9. [69e49697000000001401ac2f|post=69e481e8000000002003ad94|likes=0.0|random] 就是，人还跟着跑，难道不能设计个座椅人坐在上面控制吗？ || 10. [69e6cbe3000000001401a803|post=69e481e8000000002003ad94|likes=0.0|random] 人也得跟着跑一路啊[笑哭R],,,
30,133,298,22,0.18045112781954886,0.5263157894736842,0.47368421052631576,"等我老了, 哇r, 加油啊, 加油, 比这玩意, 真开心啊, 现在正在10分这里突破, 病了没人照顾, 照顾宠物就完美了, 照顾老人是辛苦活","['等我老了，这两个就扮演我孙子', '等我老了，他能背着我逛街吗？[微笑R]', '真开心啊，早点代替我，就可以有更多的时间生活了[哇R][哇R][哇R][哇R]']",1. [69e4ee77000000001401cc04|post=69e48341000000001a02d0c4|likes=126.0|top_like] 等我老了，这两个就扮演我孙子 || 2. [69e4521e000000001401e01e|post=69e42cc100000000220001ad|likes=29.0|top_like] 好思路，我准备让他当我孙子，也是享受了三世同堂 || 3. [69e4d396000000001401e82f|post=69e4b08d000000001d01c1bc|likes=29.0|top_like] 家政和养老，特别是养老很需要 || 4. [69e460ac0000000014019810|post=69e43b14000000001a02e095|likes=20.0|cross_post] 做五分钟家务，保养一小时[偷笑R] || 5. [69e6b939000000001401d808|post=69e481e8000000002003ad94|likes=15.0|cross_post] 给它一些时间，也给人类一些时间，我还盼着它越来越成熟，以后给我伺候我养老呢 || 6. [69e45283000000001401a021|post=69e40352000000002102fc75|likes=7.0|cross_post] 能帮我跑腿和做家务就行 也不用这么快 || 7. [69e55f9d0000000014018c0d|post=69e47f8f000000001f007203|likes=6.0|cross_post] 训练好了，等我老了百米冲刺背我去医院 || 8. [69e51356000000001401b001|post=69e481e8000000002003ad94|likes=0.0|random] 你小时候一个人照顾自己的？ || 9. [69e494e60000000014019828|post=69e481e8000000002003ad94|likes=9.0|random] 为什么35岁还单身好难猜呀[捂嘴笑R] || 10. [69e61dca000000001401c424|post=69e47f8f000000001f007203|likes=0.0|random] 什么时候才能等到他们给我做饭啊[扶额R][捂脸R]这辈子还有希望嘛,,,
31,133,407,10,0.7894736842105263,0.8195488721804511,0.18045112781954886,"换电池, 换电, 润滑, 降温, 加冰, 电机过热, 喷润滑剂, 冷却, 加冰降温, 换电瓶","['这是降温，换电池', '换电池 喷液氮降温啊', '一个干冰降温，一个关节润滑，换电池']",1. [69e9466f000000001401c803|post=69e48b0b000000001a02578c|likes=22.0|top_like] 给电池降温吗？ || 2. [69e450d3000000001401e428|post=69e43b14000000001a02e095|likes=9.0|top_like] 电机过热保护了 喷制冷剂[偷笑R] || 3. [69e47644000000001401cc31|post=69e4426b000000001d01c7ed|likes=7.0|top_like] 一个是短时间工作，一个长时间工作，两种难度点不一样。长时间关节处，电池处等温度会过高。 || 4. [69e4d879000000001401e030|post=69e4551e000000001f005895|likes=6.0|cross_post] 错 电机过热就会慢或者动作不协调 严重直接摔  跟人一样也会累 也需要补给（补给干冰降温） || 5. [69e5b997000000001401d81f|post=69e481e8000000002003ad94|likes=6.0|cross_post] 换电池=人类休息，加冰块=人类喝水散热，喷药是为了啥[微笑R] || 6. [69dfa2620000000035033f02|post=69df625d0000000021005c63|likes=0.0|cross_post] 感觉是电机疯狂过热[捂脸R] || 7. [69e4e660000000001401e41d|post=69e4b08d000000001d01c1bc|likes=0.0|cross_post] 材料技术，电机控制时间 || 8. [69e49db8000000001401d818|post=69e481e8000000002003ad94|likes=0.0|random] 应该是快速冷却，电机长时间高负荷运载，温度很高的，温度高了运行就不稳了。 || 9. [69e6ae3b000000001401e00b|post=69e481e8000000002003ad94|likes=0.0|random] 以后共亨散热降温站 共亨换电站感觉要火 || 10. [69e470cf000000001401e037|post=69e43b14000000001a02e095|likes=0.0|random] “补点电解质”,,,
32,127,319,7,0.905511811023622,0.7559055118110236,0.2440944881889764,"f1, 法拉利, 好像f1, 太慢了, 没f1赛车换轮胎快, 方程豹謝謝你, 法拉利的, 法拉利换胎工再就业方向指导视频, 没通网, 没见过f1赛车吗","['F1 赛机手[汗颜R][汗颜R]', 'F1 机器人', '你是否在查找：F1？']",1. [69e7252a000000001401d411|post=69e481e8000000002003ad94|likes=25.0|top_like] 是的f1没用 || 2. [69e58cea000000001401e42d|post=69e481e8000000002003ad94|likes=21.0|top_like] f1一个人开车几十个人服务[doge] || 3. [69e48c8b000000001401cc27|post=69e481e8000000002003ad94|likes=10.0|top_like] 赛车还要换轮胎加油 || 4. [69daff69000000000d037644|post=69da7e87000000001a03484e|likes=0.0|cross_post] 跟F1追求极限速度一样 || 5. [69e44e66000000001401901c|post=69e429b4000000001b00037a|likes=0.0|cross_post] 感觉像是GTA || 6. [69e464f4000000001401c039|post=69e43b14000000001a02e095|likes=0.0|cross_post] 笑死我了，就跟那个赛车转几圈来换个轮胎一样 || 7. [69e493f60000000014019820|post=69e447d2000000001d01aa01|likes=0.0|cross_post] f1跑圈有什么用处呢 || 8. [69e5be22000000001401dc04|post=69e481e8000000002003ad94|likes=0.0|random] F1进站既视感[暗中观察R] || 9. [69e4a49a000000001401a008|post=69e481e8000000002003ad94|likes=0.0|random] 不够燃，得和f1 一样维护 || 10. [69e4a5c5000000001401e416|post=69e481e8000000002003ad94|likes=0.0|random] 法拉利的 F1换胎组有对手了[偷笑R],,,
33,121,285,8,0.45454545454545453,0.8429752066115702,0.15702479338842976,"超级拆解, 赞r, 大笑r, 笑死我了, 解说太逗了, 解说太有趣了, 解说, 解说有意思, 玫瑰r, 哈哈哈哈哈哈哈","['超级拆解（JPG）', '超级拆解[抓狂R]', '机器人：超级拆解']",1. [69e46b1c000000001401c433|post=69e46730000000001d0199c8|likes=1223.0|top_like] 你解说的好棒 太逗了[偷笑R] || 2. [69e4db75000000001401c83d|post=69e46730000000001d0199c8|likes=380.0|top_like] 强烈要求主播下界要上去解说 更精彩 || 3. [69e5043c0000000014019c02|post=69e46730000000001d0199c8|likes=40.0|top_like] 你的解说好松弛 || 4. [69df6fc70000000035010d0b|post=69df625d0000000021005c63|likes=17.0|cross_post] 解说太逗了[大笑R] || 5. [69e46fe3000000001401b825|post=69e2583b00000000230211ea|likes=2.0|cross_post] 机器人：超级拆解 || 6. [69e61745000000001401d436|post=69e59e520000000022027a90|likes=2.0|cross_post] 这个解说真的是笑死人了[笑哭R] || 7. [69e47e08000000001401bc23|post=69e4551e000000001f005895|likes=1.0|cross_post] 主播还有礼貌 || 8. [69e0da0f000000001401d844|post=69df625d0000000021005c63|likes=0.0|random] 太好玩了[偷笑R]解说也很有意思 || 9. [69e49fee000000001401e812|post=69e46730000000001d0199c8|likes=1.0|random] 解说太逗了，看了三遍[大笑R] || 10. [69e027910000000014008461|post=69df625d0000000021005c63|likes=0.0|random] [捂脸R]不行了，解说太好笑,,,
34,120,202,11,0.38333333333333336,0.7416666666666667,0.25833333333333336,"低血糖, 都低血糖了, 有点低血糖, 低血糖了, 低电压, 气血不足哦, 电没给充够啊, 没吃饭, 没想到地上还有一个, 电学糖低了点","['是不是快往后倒下了，低血糖？', '低血糖（低电压）了', '低血糖，不！低电压[偷笑R]']",1. [69e56a0b000000001401c009|post=69e481e8000000002003ad94|likes=3043.0|top_like] 这减速到停下简直不要太丝滑，还有站稳后晃的那两下[捂脸R]像低血糖似的 || 2. [69e4643c000000001401d81a|post=69e4426b000000001d01c7ed|likes=11.0|top_like] 真的很像低血糖哈哈啊哈哈哈 || 3. [69e45f5f000000001401ac17|post=69e44171000000001a026b25|likes=7.0|top_like] 像低血糖晕倒了 || 4. [69ea3e2d000000001401b008|post=69e48b0b000000001a02578c|likes=5.0|cross_post] 是不是低电糖了[石化R] || 5. [69e6f530000000001401c02f|post=69e59e520000000022027a90|likes=2.0|cross_post] 这个有点像我多久了猛然起身头晕的样子 || 6. [69e6f0e0000000001401d42d|post=69e47f8f000000001f007203|likes=1.0|cross_post] 赶紧给吃点东西，都低血糖了 || 7. [69db448c000000001400983b|post=69da7e87000000001a03484e|likes=0.0|cross_post] 这样跑吃多少氨糖都没用啊[笑哭R] || 8. [69e4668e0000000014019c2c|post=69e44171000000001a026b25|likes=2.0|random] 这种是真低血糖反应！[doge] || 9. [69e654be0000000014019813|post=69e481e8000000002003ad94|likes=0.0|random] 孩子低血糖了站不稳 || 10. [69e6e79b000000001401a014|post=69e481e8000000002003ad94|likes=0.0|random] 你别说跟低血糖异曲同工,,,
35,115,172,13,0.6782608695652174,0.808695652173913,0.19130434782608696,"还要降温, 过热了, 物理降温, 太热了, 快降温, 还需要降温, 降降温, 降温, 物理降温吗, 看起来发热严重","['还要降温[捂脸R]', '过热了，降温[笑哭R][笑哭R][笑哭R][笑哭R]', '太热了。降降温[笑哭R]']",1. [69ec4624000000002702b4b1|post=69e48b0b000000001a02578c|likes=55.0|top_like] 看来温度没那么容易解决 || 2. [69e49c21000000001401b828|post=69e4551e000000001f005895|likes=46.0|top_like] 会自焚的降温跟不上的话[捂脸R] || 3. [69e83831000000001401c017|post=69e634590000000022003bb5|likes=28.0|top_like] 可能有点烫吧[笑哭R]，百十来度呢 || 4. [69e48a17000000001401a01b|post=69e481e8000000002003ad94|likes=18.0|cross_post] 在哪里发热需要降温人家工程师能不比你知道吗[汗颜R][汗颜R][汗颜R][汗颜R] || 5. [69e4428e000000001401b832|post=69e43b14000000001a02e095|likes=6.0|cross_post] 穿条冰丝内裤，会不会就不用人工降温了[笑哭R] || 6. [69e449b8000000001401e408|post=69e44278000000001a0217bb|likes=1.0|cross_post] 今天气温高 || 7. [69e7105c000000001401dc09|post=69e59e520000000022027a90|likes=1.0|cross_post] 还有发热情况吧 || 8. [69e49d09000000001401d438|post=69e481e8000000002003ad94|likes=0.0|random] 快速降温 || 9. [69f81393000000002803ea86|post=69e59e520000000022027a90|likes=0.0|random] 的特热的天热热二爷爷爷爷 || 10. [69e45897000000001401e82c|post=69e43b14000000001a02e095|likes=0.0|random] 温度过高[笑哭R][笑哭R],,,
36,114,150,18,0.43859649122807015,0.5789473684210527,0.42105263157894735,"什么时候铁甲钢拳, 斜眼r, 黑薯问号r, 再过几年, 现在是一个机器人, 直接上战场, 登陆美国就有意义了, 相控阵雷达和机枪, 直奔敌军基地, 没见过钢铁侠","['第一步就是让机器人动起来，后面再更多功能，甚至防卫家园，牛逼克拉斯', '什么时候铁甲钢拳', '什么时候铁甲钢拳[doge]']",1. [69e4916c0000000014018c09|post=69e481e8000000002003ad94|likes=8904.0|top_like] 为以后做准备，复杂地形，废墟，山地，城市，你懂的[偷笑R]。之后还会有多足机器人，那玩意可就吓人了 || 2. [69e7007f000000001401e81f|post=69e634590000000022003bb5|likes=878.0|top_like] 看看这个世界，很多地方在打仗，而咱们在搞机器人半马[自拍R][赞R] || 3. [69e596f5000000001401c812|post=69e47f8f000000001f007203|likes=35.0|top_like] 不是一开始就可以用机器人上战场的，这个过程需要各种实验 || 4. [69e74d82000000001401a800|post=69e46730000000001d0199c8|likes=17.0|cross_post] 机器人佣人，战警兵，探索神秘宇宙， || 5. [69db059f0000000001007cf0|post=69da7e87000000001a03484e|likes=16.0|cross_post] 人型机器人的动作协调性需要复杂的算法实现。你这话等于说核弹有什么大不了的，大一点的炮仗罢了[微笑R] || 6. [69e4894a000000001401ac24|post=69e44278000000001a0217bb|likes=13.0|cross_post] 你可以想象一下，真正战场，一个机器人摔倒后碰到一群机器人，然后那群机器人应激乱开枪的场面[偷笑R] || 7. [69e49876000000001401e40e|post=69e447d2000000001d01aa01|likes=13.0|cross_post] 你有没有想过，这个成本几千块钱的机器人塞满了tnt，直接顶着火力往阵地上冲的感觉。 || 8. [69e59d8a000000001401bc12|post=69e481e8000000002003ad94|likes=1.0|random] 想想以后战争，你躲在地形复杂的掩体里，坦克开不上来，飞机炸不到，然后有个人形机器人抱着炸弹流畅得像一名跑酷运动员一样像你冲过来，你怕不怕[汗颜R][汗颜R][汗颜R][汗颜R] || 9. [69db2ddc0000000035017432|post=69da7e87000000001a03484e|likes=1.0|random] 未来就是这样 一个连队只有几个操控人员 其他都是机器人 无人机 || 10. [69ddaacc0000000014009de7|post=69db34bb000000001a0348ae|likes=0.0|random] 让我想起了一部电影，铁甲钢拳，机器人打架[暗中观察R],,,
37,110,199,4,0.8545454545454545,0.41818181818181815,0.5818181818181818,"wd40, 40, 男人的香水, wd, wd40吧, 喷的wd40, 只能通过反复喷涂wd40防止干燥, 降温的, 百公里两瓶wd40, 看见机器就wd40","['国产机器人会不会有一天被 wd40 卡脖子', 'wd40，给缝隙处除锈除污的[笑哭R]', 'wd40，机器人的杜蕾斯[doge]']",1. [69e48cbe000000001401e83b|post=69e481e8000000002003ad94|likes=14.0|top_like] wd40这个机器人没有润滑，只能通过反复喷涂wd40防止干燥。 || 2. [69e44fef0000000014019418|post=69e43b14000000001a02e095|likes=5.0|top_like] 该不会是万能喷剂wd40 吧 || 3. [69e48809000000001401ac0c|post=69e43b14000000001a02e095|likes=2.0|top_like] wd40短时间有润滑作用 || 4. [69e481d0000000001401bc0a|post=69e4412a000000002103883f|likes=0.0|cross_post] 喷的wd40? LOL || 5. [69e48da7000000001401d811|post=69e447d2000000001d01aa01|likes=0.0|cross_post] 笔芯硬度适中，不会断芯，上色均匀不结块。 || 6. [69e49b630000000014018815|post=69e481e8000000002003ad94|likes=0.0|random] 不仅是男人的香水，还是机器人的香水[doge] || 7. [69e52c84000000001401c405|post=69e481e8000000002003ad94|likes=0.0|random] 一眼wd40[doge] || 8. [69eaf01f000000001401b807|post=69e481e8000000002003ad94|likes=1.0|random] 补点wd40[笑哭R] || 9. [69e442d3000000001401ac0f|post=69e43b14000000001a02e095|likes=1.0|fill] 万能的wd-40[doge] || 10. [69e482d0000000001401c429|post=69e43b14000000001a02e095|likes=1.0|fill] 机器人的香水WD40,,,
38,110,226,5,0.7545454545454545,0.4818181818181818,0.5181818181818182,"云南白药, 云南白药气雾剂, 喷点云南白药, 云南白药喷雾剂, 抽筋了, 云南白药喷雾, 防止跌打损伤, 红花油或者云南白药, 治疗关节痛的喷剂, 沈阳红药","['云南白药，膝盖疼了[笑哭R][笑哭R]', '云南白药，喷上去凉凉的[doge]', '云南白药，马拉松都喷这个[doge]']",1. [69e444da000000001401a024|post=69e43b14000000001a02e095|likes=420.0|top_like] 孩子跑着跑着还得喷点云南白药气雾剂[暗中观察R] || 2. [69e48a26000000001401980f|post=69e481e8000000002003ad94|likes=108.0|top_like] 我以为是云南白药呢[暗中观察R] || 3. [69e499be000000001401cc13|post=69e481e8000000002003ad94|likes=11.0|top_like] 喷云南白药，灌能量胶？ || 4. [69e5c131000000001401c816|post=69e47f8f000000001f007203|likes=7.0|cross_post] 我有次大腿抽筋了，就这样，要喷药[偷笑R] || 5. [69e7a39f0000000014019c09|post=69e634590000000022003bb5|likes=5.0|cross_post] 借楼问一下这喷的是啥 云南白药吗 || 6. [69ead249000000001401e40b|post=69e4426b000000001d01c7ed|likes=0.0|cross_post] 右脚抽筋了 || 7. [69eb77eb0000000029013bb5|post=69e481e8000000002003ad94|likes=0.0|random] 喷云南白药气雾剂[笑哭R] || 8. [69e5a8620000000014019019|post=69e481e8000000002003ad94|likes=0.0|random] 云南白药气雾剂，消肿 || 9. [69e63fe6000000001401bc30|post=69e481e8000000002003ad94|likes=0.0|random] 治疗关节痛的喷剂 || 10. [69e43d00000000001401bc1c|post=69e43b14000000001a02e095|likes=4.0|fill] 一般喷云南白药,,,
